2.754577444947839	2.523378535089009	1.4543301678394953	1.0348789859752978	2.0973734244556184	1.9447193478688423	1.9457232670929465	2.0898622879294604	5.707952626452311
2.407559619770606	1.648907884184466	2.671317167228621	2.6378172390711523	1.9720221457281206	2.003653384385893	1.516874584228514	1.4225958766197255	0.7712938064462229
1.7600610800530667	1.6407436770032242	2.388940108333622	2.216175258071156	2.624818119454114	2.4580150061372654	1.7686435848114797	1.2083084801205075	0.6825845292055103
1.091997600391517	2.0623103315308424	2.9327764554559814	1.6839443600816808	2.4380945202902895	2.0421707241345683	1.8851152247692764	1.2585850885959151	0.5494976181690845
2.841323942568631	1.3723453645139867	1.4546769270963806	1.0394044116098078	1.6657771618709627	1.2409145040144036	1.558636437889163	1.235510181868333	3.8618167522829157
1.7515900591757783	2.9445485109051392	1.5406650868064875	1.1018187918063003	1.6520962626476594	1.6299420901897648	2.841459002563542	1.3336247032711879	3.2110687848882113
2.2219298428322434	2.769953426752329	1.2032446612595589	2.777443926199779	1.1159214230237904	2.594661872296058	2.9560168491028596	1.4349173201627812	1.8885916645259804
2.1179984552800684	2.291010269007242	2.4573644731275794	2.6409700273755585	2.024292950290906	2.0972062494772072	1.4726320726681346	2.955151057129565	1.1769422683412114
2.892605758182914	1.339068323408854	1.6950910724803876	1.1425563612313128	2.8591743886598304	2.1529136735901435	2.577252174077142	2.198131522234591	2.6563658814058084
1.393601272345835	1.279834260151755	2.1716409884823573	2.8470176229993904	2.183871451024082	1.3026754169595667	1.1749683208274466	1.7073301136882182	0.7558010910279881
